method,description,implementation_status,backend,model_family,state_source,input_channel,evaluation_mode,training_scenario,validation_scenario,scenario,scenario_title,validation_score,train_elapsed_s,train_cpu_s,train_gpu_s,gpu_memory_mb,rollout_elapsed_s,total_elapsed_s,train_loss_final,decision_variables,train_samples,rmse_position_m,rmse_velocity_mps,rmse_quaternion,rmse_rates_rad_s,rmse_mocap_position_m,rmse_mocap_quaternion,notes
6DOF-Model-Stitching,Airdata-scheduled family of local affine one-step state models.,implemented,numpy-local-ridge,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_trim_grid,aircraft_6dof_aggressive,aircraft_6dof_aggressive,Aggressive,0.5985641397061804,0.38146086200140417,0.3814612920000009,0.0,0.0,0.10698130699893227,0.48844216900033643,,1422,19200,154.55833169836717,11.883897383327898,0.5179328973179008,4.295058201646188,154.55833169836717,0.5179328973179008,"Local models are selected by speed, angle of attack, and sideslip during open-loop validation."
6DOF-Frequency-Welch,Frequency-domain-inspired global linear baseline approximated by a regularized one-step realization.,implemented,numpy-regularized-realization,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_trim_grid,aircraft_6dof_aggressive,aircraft_6dof_aggressive,Aggressive,0.7374289815195905,0.006138022003142396,0.006130771000002255,0.0,0.0,0.05858006999915233,0.06471809200229472,,234,19200,198.65447276141512,8.316873726460267,0.48259280002143695,5.383071939663609,198.65447276141512,0.48259280002143695,Placeholder 6DOF frequency row: uses an identified realization rather than CIFER/SIDPAC tooling.
6DOF-Frequency-Stitching,Airdata-scheduled local realization residuals around the nominal 6DOF equations.,implemented,numpy-local-realization,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_trim_grid,aircraft_6dof_aggressive,aircraft_6dof_aggressive,Aggressive,0.30374272671214153,3.2917166580009507,0.4076109989999992,0.0,0.0,0.8628393779981707,4.154556035999121,,1422,19200,40.41196672667959,10.813706135899926,0.5020570524729968,3.168762976377639,40.41196672667959,0.5020570524729968,6DOF counterpart to local frequency/model stitching; trained from the selected 6DOF dataset.
6DOF-EKF-ParamID,Recursive-estimation analogue represented by a fitted affine residual parameter vector.,implemented,numpy-ridge-paramid,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_aggressive,aircraft_6dof_aggressive,Aggressive,0.3139874396689082,2.9545542520027084,0.03264571100000069,0.0,0.0,0.8041315180016682,3.7586857700043765,,234,19200,32.295912456068606,10.571004570153844,0.5000383393511532,4.905705326632641,32.295912456068606,0.5000383393511532,The validation phase is open loop and receives only pilot commands after initialization.
6DOF-Fisher-UQ,Fisher-information wrapper around the fitted residual parameter model.,implemented,numpy-ridge-uq,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_aggressive,aircraft_6dof_aggressive,Aggressive,0.3139874396689082,2.9545542520027084,0.03264571100000069,0.0,0.0,0.8041315180016682,3.7586857700043765,,234,19200,32.295912456068606,10.571004570153844,0.5000383393511532,4.905705326632641,32.295912456068606,0.5000383393511532,Point prediction matches the EKF-style parameter estimate; uncertainty diagnostics are reported in the CSV metadata only.
6DOF-OEM-SS,Output-error state-space residual model using the same open-loop rollout structure as the fitted parameter model.,implemented,numpy-rk4-ridge,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_aggressive,aircraft_6dof_aggressive,Aggressive,0.3139874396689082,2.9545542520027084,0.03264571100000069,0.0,0.0,0.8041315180016682,3.7586857700043765,,234,19200,32.295912456068606,10.571004570153844,0.5000383393511532,4.905705326632641,32.295912456068606,0.5000383393511532,"Lightweight 6DOF OEM analogue; validation is open loop, but the training solve is one-step residual ridge rather than a full multiple-shooting NLP."
6DOF-EquationError-LS,Affine derivative regression rolled out open-loop with explicit integration.,implemented,numpy-ridge-derivative,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_aggressive,aircraft_6dof_aggressive,Aggressive,55.82590505600562,0.009016613999847323,0.009008112000000068,0.0,0.0,0.08251403800022672,0.09153065200007404,,270,19200,35461.810423660165,8.749239548473133,0.510628572493587,67.58349551690598,35461.81042366016,0.5106285724935871,6DOF analogue of equation-error least squares; sensitive to derivative noise in mocap-derived states.
6DOF-Variational-Mocap,Smoothed weak-form derivative fit used as a lightweight variational baseline.,implemented,numpy-smoothed-weak,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_aggressive,aircraft_6dof_aggressive,Aggressive,47.325827941542414,0.020837567000853596,0.02082647599999987,0.0,0.0,0.08103695799945854,0.10187452500031213,,270,19200,32196.332413047494,11.086356663901583,0.5096794880631282,65.46232925057458,32196.332413047494,0.5096794880631282,Approximates the variational idea by smoothing trajectories before derivative regression.
6DOF-SINDy,Sparse quadratic-library derivative model for the full 6DOF state.,implemented,numpy-stlsq,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_aggressive,aircraft_6dof_aggressive,Aggressive,2.2281329308191897,0.2173860849979974,0.2173341339999979,0.0,0.0,0.351465391999227,0.5688514769972244,,351,19200,578.5676869598848,7.068832554924513,0.5288496301636997,38.575204786816684,578.5676869598848,0.5288496301636998,Uses a generic polynomial library rather than aerodynamic-coefficient structure.
6DOF-Symbolic-Stepwise,Sparse stepwise quadratic one-step predictor.,implemented,numpy-sparse-ridge,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_aggressive,aircraft_6dof_aggressive,Aggressive,224.17988808166007,0.1920080269992468,0.19198112599999817,0.0,0.0,0.3395497769997746,0.5315578039990214,,468,19200,91638.07648326647,14.475117353786327,0.5174574697172231,74.14194426735624,91638.07648326647,0.5174574697172232,Symbolic-regression-style sparse predictor used as a 6DOF counterpart to the 3DOF symbolic row.
6DOF-Koopman-EDMD,Quadratic lifted one-step predictor rolled out in the original state coordinates.,implemented,numpy-edmd,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_aggressive,aircraft_6dof_aggressive,Aggressive,228.15638039169295,0.18149101300150505,0.18143471400000166,0.0,0.0,0.34679619000235107,0.5282872030038561,,2565,19200,93230.16042328111,14.27810053519805,0.504522955962546,77.4649588082023,93230.16042328111,0.504522955962546,EDMD-style lifted surrogate; no aerodynamic coefficient interpretation.
6DOF-UDE-Residual,Attached-flow nominal dynamics plus quadratic learned residual map.,implemented,numpy-residual-ridge,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_aggressive,aircraft_6dof_aggressive,Aggressive,0.6224509152671257,0.1935296269984974,0.19345115700000193,0.0,0.0,1.0848680249982863,1.2783976519967837,,2565,19200,81.54933576815455,6.4354482914655335,0.5159785652766168,17.432880050577808,81.54933576815455,0.5159785652766168,Fast deterministic UDE analogue for the initial 6DOF benchmark.
6DOF-PINN-Closure,Physics-structured residual closure constrained to the attached-flow 6DOF equations.,implemented,numpy-sparse-closure,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_aggressive,aircraft_6dof_aggressive,Aggressive,0.36921685108788477,0.0011078909992647823,0.0011070599999989383,0.0,0.0,1.0905336270006956,1.0916415179999603,,390,19200,49.17191303126037,6.010072818757606,0.5219086269166978,8.083399897406794,49.17191303126037,0.5219086269166978,Tractable PINN-style row: the rigid-body equations are fixed and only a sparse closure is learned.
6DOF-Subspace-Hankel,Lagged ARX/Hankel linear predictor using a three-sample state history.,implemented,numpy-hankel-ridge,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_trim_grid,aircraft_6dof_aggressive,aircraft_6dof_aggressive,Aggressive,74.95155124269453,0.07458970600055181,0.07455752199999921,0.0,0.0,0.07036708399755298,0.1449567899981048,,572,19136,36638.98398826538,6.830520671580853,0.5169194006450397,35.668095866912786,36638.98398826538,0.5169194006450397,Compact subspace-style baseline; validation rollout is initialized from the first state only.
6DOF-GP-RBF,Sparse RBF/Gaussian-process-style residual surrogate around attached-flow dynamics.,implemented,numpy-rbf-ridge,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_aggressive,aircraft_6dof_aggressive,Aggressive,0.22959563232938202,0.2449265249997552,0.24491243199999957,0.0,0.0,0.8490409029982402,1.0939674279979954,,2910,19200,30.33327079865313,3.464220634907849,0.47590603985572694,3.710284504416025,30.33327079865313,0.475906039855727,RBF residual closure trained on a deterministic subset to keep the 6DOF suite tractable.
6DOF-NN-Surrogate,Random-feature neural-surrogate analogue for residual dynamics.,implemented,numpy-random-feature,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_aggressive,aircraft_6dof_aggressive,Aggressive,0.3144221686322818,0.2647658319983748,0.26476613800000237,0.0,0.0,0.8718033909972291,1.136569222995604,,3131,19200,33.74760114354147,10.34022587314867,0.5008963062287114,4.90632323136191,33.74760114354147,0.5008963062287114,Closed-form random-feature surrogate used as a lightweight 6DOF neural baseline.
6DOF-OEM-MocapOutput,Lagged affine open-loop predictor on mocap position/quaternion outputs.,implemented,numpy-lagged-ridge,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_aggressive,aircraft_6dof_aggressive,Aggressive,0.2543626692287493,0.06658884300122736,0.06656137000000228,0.0,0.0,0.04003602399825468,0.10662486699948204,,182,19136,nan,nan,nan,nan,23.11871572495925,0.5172164568756898,Scores mocap-output NRMSE because full velocity/rate states are not predicted. The validation rollout is seeded with a three-sample pose history so initial translation rate is observable.
6DOF-Nominal,Attached-flow nominal 6DOF rollout using pilot commands and no fitted stall correction.,implemented,numpy-rk4,aircraft6dof,direct,u_cmd,open_loop,none,aircraft_6dof_trim_grid,aircraft_6dof_trim_grid,Trim grid,0.20119310642989094,0.0,0.0,0.0,0.0,0.773937627000123,0.773937627000123,,0,0,39.19890039884892,8.611661023799373,0.37462471516943063,0.560709011432379,39.19890039884892,0.3746247151694306,"No-fit baseline; mismatch includes actuator lag, hidden stall/nonlinear aerodynamics, and mocap-derived initialization error."
6DOF-LinearSS,Global affine discrete state-space fit x[k+1]=A x[k]+B u_cmd[k]+c.,implemented,numpy-ridge,aircraft6dof,direct,u_cmd,open_loop,aircraft_6dof_trim_grid,aircraft_6dof_trim_grid,aircraft_6dof_trim_grid,Trim grid,0.22455238747709494,0.006126542000856716,0.00612583199999861,0.0,0.0,0.06293688200094039,0.0690634240017971,,234,19200,50.83705839832011,7.543876852767428,0.46102669252271905,0.6084582298203579,50.83705839832011,0.46102669252271905,Open-loop rollout; validation measurements are not assimilated after initialization.
6DOF-RidgeResidual,Nominal RK4 model plus ridge-fitted one-step residual correction.,implemented,numpy-rk4-ridge,aircraft6dof,direct,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_trim_grid,aircraft_6dof_trim_grid,Trim grid,0.19877998986580941,2.9587334019997797,0.029649017000000555,0.0,0.0,0.8160297030008223,3.774763105000602,,234,19200,34.17744964308249,7.361821115196891,0.4038273068703517,0.6153444844596321,34.1774496430825,0.4038273068703517,Residual corrects actuator lag and hidden nonlinear stall/aerodynamic effects around the attached-flow model.
6DOF-Model-Stitching,Airdata-scheduled family of local affine one-step state models.,implemented,numpy-local-ridge,aircraft6dof,direct,u_cmd,open_loop,aircraft_6dof_trim_grid,aircraft_6dof_trim_grid,aircraft_6dof_trim_grid,Trim grid,0.21022805677312428,0.37843770099789253,0.37843126099999935,0.0,0.0,0.10668093699860037,0.4851186379964929,,1422,19200,47.39399351067992,8.202655134300553,0.404596917972479,0.5235403982440793,47.39399351067992,0.404596917972479,"Local models are selected by speed, angle of attack, and sideslip during open-loop validation."
6DOF-Frequency-Welch,Frequency-domain-inspired global linear baseline approximated by a regularized one-step realization.,implemented,numpy-regularized-realization,aircraft6dof,direct,u_cmd,open_loop,aircraft_6dof_trim_grid,aircraft_6dof_trim_grid,aircraft_6dof_trim_grid,Trim grid,0.22455310308625948,0.006107622000854462,0.006107240999998709,0.0,0.0,0.0638105119978718,0.06991813399872626,,234,19200,50.837142963243664,7.543867907511063,0.4610269099238858,0.6084787458642885,50.837142963243664,0.4610269099238858,Placeholder 6DOF frequency row: uses an identified realization rather than CIFER/SIDPAC tooling.
6DOF-Frequency-Stitching,Airdata-scheduled local realization residuals around the nominal 6DOF equations.,implemented,numpy-local-realization,aircraft6dof,direct,u_cmd,open_loop,aircraft_6dof_trim_grid,aircraft_6dof_trim_grid,aircraft_6dof_trim_grid,Trim grid,0.22856799372758213,3.37799924799765,0.40240390800000014,0.0,0.0,0.8932867479998094,4.271285995997459,,1422,19200,36.53319084403077,8.450651088530078,0.37209810379583513,0.9095285999217924,36.53319084403077,0.37209810379583513,6DOF counterpart to local frequency/model stitching; trained from the selected 6DOF dataset.
6DOF-EKF-ParamID,Recursive-estimation analogue represented by a fitted affine residual parameter vector.,implemented,numpy-ridge-paramid,aircraft6dof,direct,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_trim_grid,aircraft_6dof_trim_grid,Trim grid,0.19877998809310451,3.0307362179992197,0.030286349000000712,0.0,0.0,0.8116721309997956,3.8424083489990153,,234,19200,34.17745006467256,7.361821109390807,0.4038273051684541,0.6153444518078046,34.17745006467256,0.4038273051684541,The validation phase is open loop and receives only pilot commands after initialization.
6DOF-Fisher-UQ,Fisher-information wrapper around the fitted residual parameter model.,implemented,numpy-ridge-uq,aircraft6dof,direct,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_trim_grid,aircraft_6dof_trim_grid,Trim grid,0.19877998809310451,3.0307362179992197,0.030286349000000712,0.0,0.0,0.8116721309997956,3.8424083489990153,,234,19200,34.17745006467256,7.361821109390807,0.4038273051684541,0.6153444518078046,34.17745006467256,0.4038273051684541,Point prediction matches the EKF-style parameter estimate; uncertainty diagnostics are reported in the CSV metadata only.
6DOF-OEM-SS,Output-error state-space residual model using the same open-loop rollout structure as the fitted parameter model.,implemented,numpy-rk4-ridge,aircraft6dof,direct,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_trim_grid,aircraft_6dof_trim_grid,Trim grid,0.19877998809310451,3.0307362179992197,0.030286349000000712,0.0,0.0,0.8116721309997956,3.8424083489990153,,234,19200,34.17745006467256,7.361821109390807,0.4038273051684541,0.6153444518078046,34.17745006467256,0.4038273051684541,"Lightweight 6DOF OEM analogue; validation is open loop, but the training solve is one-step residual ridge rather than a full multiple-shooting NLP."
6DOF-EquationError-LS,Affine derivative regression rolled out open-loop with explicit integration.,implemented,numpy-ridge-derivative,aircraft6dof,direct,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_trim_grid,aircraft_6dof_trim_grid,Trim grid,49.146653867679476,0.008971702998678666,0.008964273000000134,0.0,0.0,0.0748751760002051,0.08384687899888377,,270,19200,35879.635075127124,13.86733201279987,0.5220766766890172,70.88320900479334,35879.635075127124,0.5220766766890172,6DOF analogue of equation-error least squares; sensitive to derivative noise in mocap-derived states.
6DOF-Variational-Mocap,Smoothed weak-form derivative fit used as a lightweight variational baseline.,implemented,numpy-smoothed-weak,aircraft6dof,direct,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_trim_grid,aircraft_6dof_trim_grid,Trim grid,43.404468915341084,0.019118656000500778,0.019118745000000104,0.0,0.0,0.0758873169979779,0.09500597299847868,,270,19200,32191.366514381152,14.563988479624497,0.5223770544998418,68.31675434474039,32191.366514381152,0.5223770544998418,Approximates the variational idea by smoothing trajectories before derivative regression.
6DOF-SINDy,Sparse quadratic-library derivative model for the full 6DOF state.,implemented,numpy-stlsq,aircraft6dof,direct,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_trim_grid,aircraft_6dof_trim_grid,Trim grid,0.28702319030969925,0.20657347199812648,0.20655102099999922,0.0,0.0,0.3259184819980874,0.5324919539962139,,351,19200,62.876026375913334,7.4156798597078994,0.4778111775122258,1.0700569552328791,62.87602637591334,0.4778111775122258,Uses a generic polynomial library rather than aerodynamic-coefficient structure.
6DOF-Symbolic-Stepwise,Sparse stepwise quadratic one-step predictor.,implemented,numpy-sparse-ridge,aircraft6dof,direct,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_trim_grid,aircraft_6dof_trim_grid,Trim grid,126.03386731056004,0.18380907399841817,0.18377506399999888,0.0,0.0,0.3221804509994399,0.5059895249978581,,468,19200,91838.70521889663,15.57601016783182,0.5512523029053268,69.24931966672392,91838.70521889663,0.5512523029053268,Symbolic-regression-style sparse predictor used as a 6DOF counterpart to the 3DOF symbolic row.
6DOF-Koopman-EDMD,Quadratic lifted one-step predictor rolled out in the original state coordinates.,implemented,numpy-edmd,aircraft6dof,direct,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_trim_grid,aircraft_6dof_trim_grid,Trim grid,127.7832952798419,0.18699115500203334,0.18697066500000048,0.0,0.0,0.3248359419994813,0.5118270970015146,,2565,19200,92755.96437748017,13.781689614209165,0.4873806382202896,75.82486744663689,92755.96437748015,0.48738063822028954,EDMD-style lifted surrogate; no aerodynamic coefficient interpretation.
6DOF-UDE-Residual,Attached-flow nominal dynamics plus quadratic learned residual map.,implemented,numpy-residual-ridge,aircraft6dof,direct,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_trim_grid,aircraft_6dof_trim_grid,Trim grid,0.8606272200724483,0.18482220399891958,0.1847980540000016,0.0,0.0,1.0944303979995311,1.2792526019984507,,2565,19200,48.59835702179474,10.484641211135264,0.5273228256385571,10.742418981783429,48.59835702179474,0.5273228256385571,Fast deterministic UDE analogue for the initial 6DOF benchmark.
6DOF-PINN-Closure,Physics-structured residual closure constrained to the attached-flow 6DOF equations.,implemented,numpy-sparse-closure,aircraft6dof,direct,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_trim_grid,aircraft_6dof_trim_grid,Trim grid,0.8952695729214079,0.0011062800003855955,0.001105930999997895,0.0,0.0,1.087585436001973,1.0886917160023586,,390,19200,50.1017922731238,12.693213836085231,0.5231524557825303,9.554760648623178,50.10179227312379,0.5231524557825303,Tractable PINN-style row: the rigid-body equations are fixed and only a sparse closure is learned.
6DOF-Subspace-Hankel,Lagged ARX/Hankel linear predictor using a three-sample state history.,implemented,numpy-hankel-ridge,aircraft6dof,direct,u_cmd,open_loop,aircraft_6dof_trim_grid,aircraft_6dof_trim_grid,aircraft_6dof_trim_grid,Trim grid,0.306081034907539,0.07601394599987543,0.07600223300000053,0.0,0.0,0.06656867299898295,0.14258261899885838,,572,19136,89.39939681160776,10.900437381654166,0.457199906923489,0.7790623306865969,89.39939681160774,0.45719990692348894,Compact subspace-style baseline; validation rollout is initialized from the first state only.
6DOF-GP-RBF,Sparse RBF/Gaussian-process-style residual surrogate around attached-flow dynamics.,implemented,numpy-rbf-ridge,aircraft6dof,direct,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_trim_grid,aircraft_6dof_trim_grid,Trim grid,0.22199959041702683,0.23722385200017015,0.2371196299999987,0.0,0.0,0.8849530059997051,1.1221768579998752,,2910,19200,46.88836680339648,7.336631215751155,0.4874644132598973,0.519586565392945,46.88836680339648,0.48746441325989726,RBF residual closure trained on a deterministic subset to keep the 6DOF suite tractable.
6DOF-NN-Surrogate,Random-feature neural-surrogate analogue for residual dynamics.,implemented,numpy-random-feature,aircraft6dof,direct,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_trim_grid,aircraft_6dof_trim_grid,Trim grid,0.224802049705885,0.2573499489990354,0.2573505360000006,0.0,0.0,0.8839888049988076,1.141338753997843,,3131,19200,45.5849119048383,7.36716408384401,0.4539258913241854,0.6317342457902624,45.5849119048383,0.4539258913241854,Closed-form random-feature surrogate used as a lightweight 6DOF neural baseline.
6DOF-Nominal,Attached-flow nominal 6DOF rollout using pilot commands and no fitted stall correction.,implemented,numpy-rk4,aircraft6dof,mocap,u_cmd,open_loop,none,aircraft_6dof_trim_grid,aircraft_6dof_trim_grid,Trim grid,0.2010372924105796,0.0,0.0,0.0,0.0,0.7651129949990718,0.7651129949990718,,0,0,39.218904202924215,8.616054450854817,0.3698931588750489,0.5655093844196502,39.218904202924215,0.369893158875049,"No-fit baseline; mismatch includes actuator lag, hidden stall/nonlinear aerodynamics, and mocap-derived initialization error."
6DOF-LinearSS,Global affine discrete state-space fit x[k+1]=A x[k]+B u_cmd[k]+c.,implemented,numpy-ridge,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_trim_grid,aircraft_6dof_trim_grid,aircraft_6dof_trim_grid,Trim grid,0.22959030296585065,0.7174863889995322,0.717368651000001,0.0,0.0,0.06602271200245013,0.7835091010019823,,234,19200,51.41532434939962,7.394375984253533,0.449387184304462,0.6588427905684612,51.41532434939962,0.449387184304462,Open-loop rollout; validation measurements are not assimilated after initialization.
6DOF-RidgeResidual,Nominal RK4 model plus ridge-fitted one-step residual correction.,implemented,numpy-rk4-ridge,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_trim_grid,aircraft_6dof_trim_grid,Trim grid,0.20727374131530493,3.8004183240009297,0.7519350409999994,0.0,0.0,0.832078598003136,4.632496922004066,,234,19200,35.14054877770492,7.376597171210146,0.4103410663874658,0.6903915361014067,35.14054877770492,0.4103410663874658,Residual corrects actuator lag and hidden nonlinear stall/aerodynamic effects around the attached-flow model.
6DOF-Model-Stitching,Airdata-scheduled family of local affine one-step state models.,implemented,numpy-local-ridge,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_trim_grid,aircraft_6dof_trim_grid,aircraft_6dof_trim_grid,Trim grid,0.3386142037541818,0.3818138419992465,0.38157250199999737,0.0,0.0,0.11459855999783031,0.4964124019970768,,1422,19200,93.31160590033222,11.595959321121112,0.4617707754484796,0.8850808642767058,93.31160590033221,0.4617707754484796,"Local models are selected by speed, angle of attack, and sideslip during open-loop validation."
6DOF-Frequency-Welch,Frequency-domain-inspired global linear baseline approximated by a regularized one-step realization.,implemented,numpy-regularized-realization,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_trim_grid,aircraft_6dof_trim_grid,aircraft_6dof_trim_grid,Trim grid,0.2295905377781328,0.005874701997527154,0.005874112000000764,0.0,0.0,0.06420056199931423,0.07007526399684139,,234,19200,51.41528672314211,7.394371738883001,0.44938637176522134,0.6588581164427735,51.41528672314211,0.44938637176522134,Placeholder 6DOF frequency row: uses an identified realization rather than CIFER/SIDPAC tooling.
6DOF-Frequency-Stitching,Airdata-scheduled local realization residuals around the nominal 6DOF equations.,implemented,numpy-local-realization,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_trim_grid,aircraft_6dof_trim_grid,aircraft_6dof_trim_grid,Trim grid,0.18325076135558108,3.4816939039992576,0.4046730570000001,0.0,0.0,0.8613366270001279,4.3430305309993855,,1422,19200,34.142744258651,7.349428812509682,0.36394469203176794,0.5766084837806432,34.142744258651,0.36394469203176794,6DOF counterpart to local frequency/model stitching; trained from the selected 6DOF dataset.
6DOF-EKF-ParamID,Recursive-estimation analogue represented by a fitted affine residual parameter vector.,implemented,numpy-ridge-paramid,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_trim_grid,aircraft_6dof_trim_grid,Trim grid,0.20727373898546467,2.9532731610015617,0.03075280799999902,0.0,0.0,0.8111993509992317,3.7644725120007934,,234,19200,35.14054930426734,7.376597165808281,0.4103410673449231,0.6903914618010687,35.14054930426734,0.4103410673449231,The validation phase is open loop and receives only pilot commands after initialization.
6DOF-Fisher-UQ,Fisher-information wrapper around the fitted residual parameter model.,implemented,numpy-ridge-uq,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_trim_grid,aircraft_6dof_trim_grid,Trim grid,0.20727373898546467,2.9532731610015617,0.03075280799999902,0.0,0.0,0.8111993509992317,3.7644725120007934,,234,19200,35.14054930426734,7.376597165808281,0.4103410673449231,0.6903914618010687,35.14054930426734,0.4103410673449231,Point prediction matches the EKF-style parameter estimate; uncertainty diagnostics are reported in the CSV metadata only.
6DOF-OEM-SS,Output-error state-space residual model using the same open-loop rollout structure as the fitted parameter model.,implemented,numpy-rk4-ridge,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_trim_grid,aircraft_6dof_trim_grid,Trim grid,0.20727373898546467,2.9532731610015617,0.03075280799999902,0.0,0.0,0.8111993509992317,3.7644725120007934,,234,19200,35.14054930426734,7.376597165808281,0.4103410673449231,0.6903914618010687,35.14054930426734,0.4103410673449231,"Lightweight 6DOF OEM analogue; validation is open loop, but the training solve is one-step residual ridge rather than a full multiple-shooting NLP."
6DOF-EquationError-LS,Affine derivative regression rolled out open-loop with explicit integration.,implemented,numpy-ridge-derivative,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_trim_grid,aircraft_6dof_trim_grid,Trim grid,50.64026015442975,0.008933633002015995,0.008932862999998292,0.0,0.0,0.07591076600147062,0.08484439900348661,,270,19200,36984.81163283524,8.682860121585172,0.5064099754387877,69.2888714048697,36984.81163283525,0.5064099754387877,6DOF analogue of equation-error least squares; sensitive to derivative noise in mocap-derived states.
6DOF-Variational-Mocap,Smoothed weak-form derivative fit used as a lightweight variational baseline.,implemented,numpy-smoothed-weak,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_trim_grid,aircraft_6dof_trim_grid,Trim grid,46.66721023785284,0.020779336999112274,0.02077914599999886,0.0,0.0,0.0766648559983878,0.09744419299750007,,270,19200,34410.91242994502,15.50967110761483,0.5073943772938511,67.70055011362103,34410.91242994502,0.5073943772938511,Approximates the variational idea by smoothing trajectories before derivative regression.
6DOF-SINDy,Sparse quadratic-library derivative model for the full 6DOF state.,implemented,numpy-stlsq,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_trim_grid,aircraft_6dof_trim_grid,Trim grid,0.9896223922309193,0.1975168989993108,0.19751974800000127,0.0,0.0,0.32786249299897463,0.5253793919982854,,351,19200,117.06521221849131,10.81150188125541,0.49964879122316413,11.903469877496226,117.06521221849133,0.49964879122316413,Uses a generic polynomial library rather than aerodynamic-coefficient structure.
6DOF-Symbolic-Stepwise,Sparse stepwise quadratic one-step predictor.,implemented,numpy-sparse-ridge,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_trim_grid,aircraft_6dof_trim_grid,Trim grid,126.04061585303697,0.18873842500033788,0.18871662499999786,0.0,0.0,0.3225036010007898,0.5112420260011277,,468,19200,91605.99904766024,19.817812634988265,0.571759128102465,73.91061428573231,91605.99904766023,0.571759128102465,Symbolic-regression-style sparse predictor used as a 6DOF counterpart to the 3DOF symbolic row.
6DOF-Koopman-EDMD,Quadratic lifted one-step predictor rolled out in the original state coordinates.,implemented,numpy-edmd,aircraft6dof,mocap,u_cmd,open_loop,aircraft_6dof_aggressive,aircraft_6dof_trim_grid,aircraft_6dof_trim_grid,Trim grid,128.27585474642544,0.18843017499966663,0.18839671599999974,0.0,0.0,0.3296345439994184,0.518064718999085,,2565,19200,93138.79418101364,19.54585700309395,0.4975214159349254,76.81358625867848,93138.79418101364,0.4975214159349254,EDMD-style lifted surrogate; no aerodynamic coefficient interpretation.
